smiles,reason
Clc1ccc(N2CCN(CC2)C(=O)CCCc3ccncc3)c(Cl)c1,pubchem_failed
COc1cnc(nc1N(C)C)c2ccccn2,pubchem_failed
C(CCCCNc1cc(nc2ccccc12)c3ccccc3)CCCNc4cc(nc5ccccc45)c6ccccc6,pubchem_failed
CSc1c(cnn1c2ccc(cc2)C(=O)O)C(=O)NC3C4CC5CC(CC3C5)C4,pubchem_failed
CNC1=Nc2ncccc2C(=NC1c3cccs3)c4occn4,pubchem_failed
CS(=O)(=O)C1(CC1)c2cc(nc(n2)c3cccc4[nH]ccc34)N5CC6CCC(C5)O6,pubchem_failed
CN([C@@H]1CCN(Cc2ccc(cc2)C(F)(F)F)C[C@@H]1F)C(=O)Cc3ccc(cc3)n4cnnn4,pubchem_failed
CS(=O)(=O)c1ccccc1C(=O)NC[C@@H](O)CN2CCC(CC2)Oc3ccc(Cl)c(Cl)c3,pubchem_failed
O=C(NCc1ccncc1)c2ccc(Oc3ccccc3C#N)cc2,pubchem_failed
CN(C)c1ccnc2sc(C(=O)NCc3ccccc3)c(N)c12,pubchem_failed
CN1CCN(CC1)c2ccc3N=CN(C(=O)c3c2)c4cc(NC(=O)c5cscn5)ccc4C,pubchem_failed
Cn1cncc1c2c3C(=O)N(CC4CC4)C(=O)N(CC5CC5)c3nn2Cc6ccnc7ccc(Cl)cc67,pubchem_failed
COc1ccc2ncc(C#N)c(CCN3CCC(CC3)NCc4cc5SCOc5cn4)c2c1,pubchem_failed
CNC(=O)C1(CCN(CC[C@H](CN(C)C(=O)c2c(OC)c(cc3ccccc23)C#N)c4ccc(Cl)c(Cl)c4)CC1)N5CCCCC5=O,pubchem_failed
NC(=NC#N)c1sc(Nc2ccccc2)nc1N,pubchem_failed
CCS(=O)(=O)c1ccc(c(C)c1)c2cc(ccc2O[C@H](C)C(=O)O)C(F)(F)F,pubchem_failed
OC(=O)COc1ccc(cc1c2cc(ccc2F)C#N)C(F)(F)F,pubchem_failed
CC(Nc1ncnc2ccccc12)c3ccccc3,pubchem_failed
O[C@@H](CNCCCOCCOCCc1cccc2ccccc12)c3ccc(O)c4NC(=O)Sc34,pubchem_failed
COc1ccccc1Cn2c(C)nc3ccccc23,pubchem_failed
OC(=O)c1ccc(NC(=O)c2cc(OCc3ccccc3F)cc(OCc4ccccc4F)c2)nc1,pubchem_failed
OC(=O)CCC[C@H]1[C@@H](Cc2ccccc12)NC(=O)c3cc4cc(F)ccc4[nH]3,pubchem_failed
CCNC(=O)c1cc2c(c(cnc2[nH]1)c3cncc(c3)C(=O)O)n4ccc(n4)C(F)(F)F,pubchem_failed
C[C@H](NC(=O)c1c(C)nn(C2CCCC2)c1NS(=O)(=O)c3ccc(C)cc3)C(C)(C)C,pubchem_failed
N(c1ccccc1)c2cc(Nc3ccccc3)[nH]n2,pubchem_failed
COCCNC(=O)c1cccc(Nc2ncc3cc(ccc3n2)c4ccncc4)c1,pubchem_failed
CCC(CC)NC(=O)c1cnn(C)c1NS(=O)(=O)c2ccc(C)cc2,pubchem_failed
NC(=O)c1cc(F)cc(O[C@H]2C[C@H]3CC[C@@H](C2)N3Cc4ccccc4)c1,pubchem_failed
O=C1NC(=NC(=C1C#N)c2ccccc2)SCCc3ccccc3,pubchem_failed
Cc1ccccc1NC(=O)CCS(=O)(=O)c2ccc(Br)s2,pubchem_failed
CC(C)n1c(C)ncc1c2nc(Nc3ccc(cc3)C(=O)N(C)C)ncc2F,pubchem_failed
COc1cccc(c1)c2c[nH]c(n2)c3ccccc3,pubchem_failed
COc1cc2ncc(C(=O)N)c(Nc3ccc(F)cc3F)c2cc1NCCN(C)C,pubchem_failed
CO[C@@H]1CC[C@@]2(CC1)Cc3ccc(OCC(C)C)cc3C24N=C(C)C(=N4)N,pubchem_failed
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN4CCCC4,pubchem_failed
O=C1CCOc2cc(COc3ccccc3)ccc12,pubchem_failed
Clc1cccc2cn[nH]c12,pubchem_failed
CNC(=O)c1ccc(CC(=O)N(C)C2CCN(Cc3ccc(cc3)C(F)(F)F)CC2)cc1,pubchem_failed
COCCNCc1ccc(CCNC[C@H](O)c2ccc(O)c3NC(=O)Sc23)cc1,pubchem_failed
Cn1cncc1c2c3C(=O)N(CC#C)C(=O)N(CC4CC4)c3nn2Cc5ccnc6ccc(Cl)cc56,pubchem_failed
C[C@H](NC(=O)c1cccnc1Oc2ccccc2)c3ccccc3,pubchem_failed
Clc1ccc(CN2CC3CNCC(C2)O3)cc1C(=O)NCC45CC6CC(CC(C6)C4)C5,pubchem_failed
Cc1cc(CCC2CCN(CC2)S(=O)(=O)CC3(CCOCC3)N(O)C=O)c(C)cn1,pubchem_failed
C[C@H](Nc1ncc(F)c(Nc2cc([nH]n2)C3CC3)n1)c4ncc(F)cn4,pubchem_failed
CC(=O)Nc1ccc2c(c1)c(cn2CCCO)c3cc(NC4CC4)n5ncc(C#N)c5n3,pubchem_failed
CC1(CC1)c2nc(ncc2C(=O)N[C@@H]3C4CC5CC3C[C@@](O)(C5)C4)N6CCOCC6,pubchem_failed
COC(=O)c1ccc(C)c(NS(=O)(=O)c2ccc3N(C)SC(=O)c3c2)c1,pubchem_failed
Oc1cc(nc2ccnn12)c3ccccc3,pubchem_failed
Fc1cc(cc(F)c1C2=CCN(CC2)C=O)N3C[C@H](COc4ccon4)OC3=O,pubchem_failed
CC(C#C)N1C(=O)N(CC2CC2)c3nn(Cc4ccnc5ccc(Cl)cc45)c(c3C1=O)c6cncn6C,pubchem_failed
C[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1C(=O)Cc3ccccc3,pubchem_failed
COc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)ncc2Br)n[nH]1,pubchem_failed
Cc1nc(C)c(nc1C(=O)N)c2ccc([C@@H]3CC[C@@H](CC(=O)O)CC3)c(F)c2,pubchem_failed
COc1ccnc(CCc2nc3c(C)ccnc3[nH]2)c1,pubchem_failed
CN(C)C(=O)c1ccc(CN2CCc3cc4nc(N)sc4cc3CC2)cc1,pubchem_failed
CC(C)N(CCCNC(=O)Nc1ccc(cc1)C(C)(C)C)C[C@H]2O[C@H]([C@H](O)[C@@H]2O)n3cnc4c(N)ncnc34,pubchem_failed
CCN(CC)CCCCNc1ncc2CN(C(=O)N(Cc3cccc(NC(=O)C=C)c3)c2n1)c4c(Cl)c(OC)cc(OC)c4Cl,pubchem_failed
CCSc1c(Cc2ccccc2C(F)(F)F)sc3N(CC(C)C)C(=O)N(C)C(=O)c13,pubchem_failed
COc1ccc(Cc2c(N)n[nH]c2N)cc1,pubchem_failed
CCN(CCN(C)C)S(=O)(=O)c1ccc(cc1)c2cnc(N)c(n2)C(=O)Nc3cccnc3,pubchem_failed
CC1=CN([C@H]2CCCN(C2)S(=O)(=O)c3ccc(O)c(Oc4ccccc4)c3)C(=O)NC1=O,pubchem_failed
C1Oc2ccccc2C3=NN(CC13)c4ccccc4,pubchem_failed
CC(C)CC(N1NC(=O)c2nc3cc(Cl)ccc3c(O)c2C1=O)c4ccncc4,pubchem_failed
FC(F)c1nc2ccccc2[nH]1,pubchem_failed
O[C@@H](CNC1CCN(Cc2ccc(Cl)c(Cl)c2)CC1)COc3cccc(c3)C#N,pubchem_failed
COc1cc2ncc(C(=O)N)c(Nc3ccc(F)cc3F)c2cc1N4CCN(C)CC4,pubchem_failed
Oc1ccccc1OC(=O)c2cccc3ccccc23,pubchem_failed
COc1ccccc1CNc2cc(C)ccn2,pubchem_failed
Nc1nc(Nc2cccc(Br)c2)c3nc[nH]c3n1,pubchem_failed
Nc1c2CCN(c3ccccc3)c2nc4ccc(Br)cc14,pubchem_failed
COc1cc(OC)c(cc1NC(=O)CCC(=O)O)S(=O)(=O)N(c2ccc(C)cc2)c3ccc(C)cc3,pubchem_failed
OC(C(=O)c1ccc(F)cc1)c2ccc(F)cc2,pubchem_failed
CC(C)C[C@H](N)c1oc(nn1)S(=O)(=O)Cc2ccc(F)cc2,pubchem_failed
CC(C)COc1cccc(c1)C(=O)Nc2ccc(C)c(c2)C(=O)Nc3cccnc3,pubchem_failed
COc1ccc(OC)c(CNC(=O)c2cccnc2Oc3ccccc3)c1,pubchem_failed
CC(C(Cc1nc2ccccc2[nH]1)c3nc4ccccc4[nH]3)c5ccccc5,pubchem_failed
Clc1ccc2OCC(=O)N(CCN3CCC(CC3)NCc4ccc5OCC(=O)Nc5n4)c2c1,pubchem_failed
OC(=O)Cc1ccc(cc1)N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2,pubchem_failed
COc1cc2ncc(C(=O)N)c(Nc3cccc(Cl)c3F)c2cc1OC,pubchem_failed
CN(C1CCN(CCC(c2ccccc2)c3ccccc3)CC1)C(=O)C4CCC4,pubchem_failed
NC(=N)NC(=O)c1nc(Cl)c(NCc2ccccn2)nc1N,pubchem_failed
Nc1c(NC2CC3CCC2C3)nc(nc1N4CCOCC4)C#N,pubchem_failed
CCN(C1CCN(CCC(c2ccccc2)c3ccccc3)CC1)C(=O)NCc4c(F)cccc4F,pubchem_failed
NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)NCc4ccc(Cl)cc4,pubchem_failed
Cc1ncc(nc1C(=O)N)c2ccc(cc2)[C@@H]3CC[C@@H](CC(=O)O)CC3,pubchem_failed
Cc1ccc(cc1)S(=O)(=O)NC(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccc(Cl)cc4Cl,pubchem_failed
O=C1C=COc2cc(OCc3ccccc3)ccc12,pubchem_failed
[O-][N+](=O)c1ccc2OC(CN(c2c1)c3cccc[n+]3[O-])(C(F)F)C(F)F,pubchem_failed
Cc1ncc(nc1c2ccc(cc2)[C@@H]3CC[C@H](CC3)C(=O)O)C(=O)N,pubchem_failed
Nc1nnc(CCSCCc2nnc(NC(=O)Cc3ccccc3)s2)s1,pubchem_failed
COc1cc(OC2CCN(CC2)C(=O)C)ccc1Nc3ncc(Cl)c(n3)c4cnc5ccccn45,pubchem_failed
COc1ccc(cc1)C2=CC(=O)c3ccccc3N2,pubchem_failed
COC1\C=C\OC2(C)Oc3c(C)c(O)c4C(=O)C(=CC(=O)c4c3C2=O)NC(=O)\C(=C/C=C/C(C)C(O)C(C)C(O)C(C)C(OC(=O)C)C1C)\C,pubchem_failed
CN1C(=O)N(CC2CC2)c3nn(Cc4ccnc5ccc(Cl)cc45)c(c6cc(cn6C)C#N)c3C1=O,pubchem_failed
Cc1ccc(cc1NC(=O)c2ccc(OCc3ccccn3)cc2)c4nccn4C,pubchem_failed
Oc1ccc2C(=O)C=C(Oc2c1)N3CCOCC3,pubchem_failed
Clc1ccc(N2CCN(CC2)C(=O)COCc3cscn3)c(Cl)c1,pubchem_failed
Oc1ccc(cc1)N2C=Nc3cc(O)ccc3C2=O,pubchem_failed
O[C@@H](CNCCc1ccccc1CNCCc2ccccc2F)c3ccc(O)c4NC(=O)Sc34,pubchem_failed
OCC(CO)N1C=Cc2c(NC(=O)CC34CC5CC(CC(C5)C3)C4)cccc2C1=O,pubchem_failed
COc1ccc(c(OC)n1)c2c(F)ccc3c(N)c(nnc23)C(=O)NC4CC4,pubchem_failed
Clc1ccccc1c2cnn[nH]2,pubchem_failed
NC(=O)c1ccc(Oc2cccc3cccnc23)c(c1)[N+](=O)[O-],pubchem_failed
NC(=O)Nc1cc(sc1C(=O)N)c2cccc(O)c2,pubchem_failed
COC(=O)C1=Nc2c(N[C@H](C)CO)nc(SCc3cccc(F)c3F)nc2NC1=O,pubchem_failed
COc1cccc(NC(=O)Cn2cc(Oc3ncnc4cc(OC)c(OC)cc34)cn2)c1,pubchem_failed
CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Cn3c(C)nc(Cl)c3Cl)c2C(=O)N4CC[C@@H](O)C4,pubchem_failed
O=C(NC1(CC1)C#N)[C@@H]2CCCC[C@H]2C(=O)N3CCN(CC3)c4ncc(C#N)s4,pubchem_failed
Cc1ccc(NC(=N)N)cc1C,pubchem_failed
Clc1ccc(cc1C(=O)NCC2CCCCC2)N3N=CC(=O)NC3=O,pubchem_failed
O=C(Oc1ccccc1)N2CCOCC2,pubchem_failed
CC(C)(C#N)c1cnc(s1)N2CCN(CC2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NC4(CC4)C#N,pubchem_failed
FC(F)(F)c1nnc2ccc(nn12)N3CCCCC3,pubchem_failed
Cc1c(Sc2ccc(Cl)cc2)c3c(NS(=O)(=O)C)cccc3n1CC(=O)O,pubchem_failed
CCCNC(=O)CSc1ccc(cn1)S(=O)(=O)N2CCCC2,pubchem_failed
C[C@@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc5ccccn5)c3)c12)C(=O)N6CCOCC6,pubchem_failed
COc1ccc(Cn2cc3N(CC(C)C)C(=O)N(C)C(=O)c3c2)cc1,pubchem_failed
COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCCn4cncn4,pubchem_failed
CC(=O)Nc1nc(C)c(s1)c2cnc(F)c(NS(=O)(=O)c3sc(C)nc3C)c2,pubchem_failed
Cc1ccc2c(c1)c(c(C)n2CC(=O)O)c3ccnc4ccc(cc34)C(F)(F)F,pubchem_failed
CSc1ncccc1C(=O)Nc2nccs2,pubchem_failed
Cc1nc2ccc(Cl)cn2c1c3ccnc(N)n3,pubchem_failed
C[C@@H](NC(=O)C1CCCCN1C)c2ccc(Nc3ncc4cc(ccc4n3)c5ccncc5)cc2,pubchem_failed
CN(C)C(=O)CN1CCN(CCc2c([nH]c3sc(cc23)C(C)(C)C(=O)N4C5CCC4CC5)c6cc(C)cc(C)c6)CC1,pubchem_failed
CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2ccc(F)cc2)C1)C(C)(C)C,pubchem_failed
NC1(CCC1)c2ccc(cc2)c3ncc4ccncc4c3c5ccccc5,pubchem_failed
CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NS(=O)(=O)C)C(=O)C(F)(F)F,pubchem_failed
C[C@@H]1CN([C@@H](C)CN1C(=O)c2ccc(cc2)C#N)C(=O)[C@@](C)(O)C(F)(F)F,pubchem_failed
CCOc1ccccc1c2ccc(cc2)c3nc4ccc(F)cc4c(N[C@H](C)C(=O)O)c3C#N,pubchem_failed
Clc1ccc(CC2CCNCC2)cc1C(=O)NCC34CC5CC(CC(C5)C3)C4,pubchem_failed
CC[C@H](NC(=O)c1c(c(nc2ccccc12)c3ccccc3)S(=O)(=O)C)c4ccccc4,pubchem_failed
Fc1ccc(NC(=O)c2cccnc2Oc3ccccc3)cc1,pubchem_failed
CC(C)OC(=O)N1CCC(CC1)Oc2ncnc(Nc3ccc(nc3C)S(=O)(=O)C)c2C,pubchem_failed
Cc1ccccc1c2c(C(=O)O)n(CCCOc3cccc4ccccc34)c5ccccc25,pubchem_failed
C[C@@H](NCc1ccccc1c2ccc(CCNC[C@H](O)c3ccc(O)c4NC(=O)Sc34)cc2)c5ccccc5,pubchem_failed
Nc1nc(Nc2ccc(F)c(Cl)c2)c3nc[nH]c3n1,pubchem_failed
CCCSc1nc(N[C@@H]2C[C@H]2c3ccccc3)c4nnn([C@@H]5C[C@H](O)[C@@H](O)[C@H]5O)c4n1,pubchem_failed
CSc1ccc(cc1)N2C(=NC(=NC2(C)C)N)N,pubchem_failed
C[C@@H]1N[S@@](=O)(=NC1=O)c2cccc(c2)c3ccc(C)cc3,pubchem_failed
Nc1nc(N)nc(n1)c2cccc(c2)C(F)(F)F,pubchem_failed
Fc1ccc(cc1)S(=O)(=O)NC(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccc(Cl)c(Cl)c4,pubchem_failed
OC(=O)COc1ccc(Cl)cc1CN2CCCN(CC2)S(=O)(=O)Cc3ccccc3,pubchem_failed
Clc1ccccc1CCNC(=O)c2cc(ccc2Cl)N3N=CC(=O)NC3=O,pubchem_failed
Clc1ccc2C(=O)C3=C(Nc2c1)C(=O)NN(Cc4ccccn4)C3=O,pubchem_failed
C[C@@H](NC(=O)[C@H]1CCCCN1)c2ccc(Nc3ncc4cc(ccc4n3)c5ccncc5)cc2,pubchem_failed
CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Cc3cccc4ncccc34)c2C(=O)N5CC[C@@H](O)C5,pubchem_failed
C[C@H](NC(=O)[C@@H]1CCCC[C@H]1C(=O)N2CCc3[nH]c4ccc(F)cc4c3C2)C#N,pubchem_failed
CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NS(=O)(=O)N)C(=O)C(F)(F)F,pubchem_failed
OC(=O)C1CCN(CC1)c2ncccc2c3ccc(Cl)c(c3)C(=O)NCC4CCCCCC4,pubchem_failed
Cc1ccc(cc1)c2cccc(c2)c3nn[nH]n3,pubchem_failed
Cc1ccc2c(n1)c(Sc3ccc(Cl)cc3)c(C)n2CC(=O)O,pubchem_failed
CN(C1CCN(C)CC1)c2nccc(Nc3cc(NC(=O)c4ccnc(c4)N5CCOCC5)ccc3C)n2,pubchem_failed
CCCCCC[C@H]1OC(=O)CNC(=O)[C@H](NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H]1C)[C@H](C)CC)[C@H](C)O,pubchem_failed
CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@H]2CCN(C2)C(=O)c3ccccc3,pubchem_failed
Cc1cnc([nH]1)c2ccc(C)c(NC(=O)c3ccc(OCc4ccccn4)cc3)c2,pubchem_failed
O=C(NCCSCc1ccccc1)c2ccccc2,pubchem_failed
OC(=O)[C@@H](Cc1ccccc1)N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2,pubchem_failed
CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Cc3c[nH]c4ccccc34)c2C(=O)N5CC[C@@H](O)C5,pubchem_failed
C[C@H](Nc1cnc(C)c(Nc2cc(C)[nH]n2)n1)c3ccc(F)cn3,pubchem_failed
C(CN1CCCCC1)C2CCc3cc(OCc4ccc(cc4)c5ccccc5)ccc3C2,pubchem_failed
Nc1ccccc1NC(=O)c2ccc(cc2)C3CCN(Cc4ccc(cc4)C(=O)NC5CC5)CC3,pubchem_failed
CC(Cc1cccc(CNCCc2c(Cl)cccc2Cl)c1)NC[C@H](O)c3ccc(O)c4NC(=O)Sc34,pubchem_failed
OCC[C@@]1(CCCNC1)c2ccc(Cl)c(Cl)c2,pubchem_failed
COc1ccccc1C(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N3CCN(Cc4ccc(F)cc4)CC3)C#N,pubchem_failed
Oc1c2C(=O)N(NC(=O)c2nc3cc(Cl)ccc13)C(C4CC4)c5ccncc5,pubchem_failed
Cc1cc(OC2CCN(CC3CCN(CC3)[C@@](C)(Cc4ccc(F)cc4)C(=O)O)CC2)ccc1Cl,pubchem_failed
OC(=O)[C@H](Cc1ccccc1)N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2,pubchem_failed
COc1cc(Nc2nccc(n2)N(C)c3cc(CO)ccc3C)cc(c1)N4CCOCC4,pubchem_failed
O=C(Nc1nc2C(=O)NC=Nc2s1)c3ccccc3,pubchem_failed
CC[C@H](NC(=O)c1c([S+](C)[O-])c(nc2ccccc12)c3ccc(F)cc3)c4ccccc4,pubchem_failed
CC1=CN([C@H]2CCCN(C2)S(=O)(=O)c3ccc(O)c(Oc4cccc(c4)C(F)(F)F)c3)C(=O)NC1=O,pubchem_failed
COc1ccc2nc(N[C@H]3CCC[C@@H](C3)NCc4ccsc4)ccc2c1,pubchem_failed
CN1CCN(CC1)c2ncnc3c2sc4nc(C)cc(C)c34,pubchem_failed
CC(C)(C)OC(=O)N1CCN(CC1)c2ncc(OCc3ccc(cc3)S(=O)(=O)C)cn2,pubchem_failed
O=C(COc1ccccc1)N2CCOCC2,pubchem_failed
Cc1nnsc1C(=O)Nc2ccccc2,pubchem_failed
CC1=CN([C@H]2CCCN(Cc3ccc(C(=O)O)c(Oc4cccc(c4)C(F)(F)F)c3)C2)C(=O)NC1=O,pubchem_failed
Cc1ccccc1N2C(=Nc3cccc(C)c3C2=O)Cn4nc(c5ccc(O)c(F)c5)c6c(N)ncnc46,pubchem_failed
Nc1cc(nc2ccc(Nc3cc(nc(N)n3)c4cccc(Cl)c4)cc12)c5ccc(F)cc5,pubchem_failed
C[C@H](NC(=O)c1c(C)nn(C2CCOC2)c1NS(=O)(=O)c3ccc(C)cc3)C(C)(C)C,pubchem_failed
CC(C(=O)O)n1c(C)c(Sc2ccc(Cl)cc2)c3cc(Cl)ccc13,pubchem_failed
NC(=O)c1sc(cc1N)c2ccccc2,pubchem_failed
Cc1ccc2c(c1)c(c(C)n2CC(=O)O)c3ccnc4cc(Cl)ccc34,pubchem_failed
COc1ccc2ncc(F)c(CCN3CCC(CC3)NCc4cc5OCCOc5cn4)c2n1,pubchem_failed
O=C1CCOc2nc(CCc3ccccc3)ccc12,pubchem_failed
CC(C)C(=O)NCCNCC(O)COc1ccc(O)cc1,pubchem_failed
NC1(CCC1)c2ccc(cc2)c3nn4cccc4cc3c5ccccc5,pubchem_failed
OC(=O)COc1ccc(cc1CN2CCN(CC2)S(=O)(=O)c3ccccc3)C(F)(F)F,pubchem_failed
CSCCC(NC(=O)c1sccc1Cl)c2nc3ccccc3[nH]2,pubchem_failed
COc1ccnc(CCc2nc3cccnc3[nH]2)c1,pubchem_failed
[O-][N+](=O)c1cccc(c1)C(=O)Nc2nc3ccccc3n2CCN4CCOCC4,pubchem_failed
CC(C)[C@@H](CO)NS(=O)(=O)c1ccc(Cl)s1,pubchem_failed
CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2cccnc2)NC(=O)OCc3ccccc3)C(=O)C(F)(F)F,pubchem_failed
COc1ccc2nccc([C@H](O)C3CC4CCN3CC4C=C)c2c1,pubchem_failed
Clc1ccc(Cl)c(c1)S(=O)(=O)Nc2nccs2,pubchem_failed
O=C1COC2(CCN(CC2)S(=O)(=O)c3ccc(cc3)c4ccc5cnccc5c4)CN1C6CC6,pubchem_failed
COc1ccc(cc1)c2cc(Nc3ccn(C)n3)n4ncc(C#N)c4n2,pubchem_failed
Cc1cc(C(=O)CN2C=C(C=CC2=O)C(F)(F)F)c(C)n1Cc3ccccc3,pubchem_failed
Oc1ccc2nc(sc2c1)c3ccccc3,pubchem_failed
CS(=O)(=O)c1ccc(c(Cl)c1)c2cc(Cl)ccc2OCC(=O)O,pubchem_failed
OC[C@H]1C[C@H]([C@H](O)[C@@H]1O)n2nnc3c(N[C@@H]4C[C@H]4c5ccc(F)c(F)c5)nc(SCCC(F)(F)F)nc23,pubchem_failed
NC(=O)c1ccccc1OCc2ccccc2,pubchem_failed
Cc1ccc(F)cc1S(=O)(=O)N[C@@H]2CCN(Cc3ccc(cc3)c4ccccc4)C2,pubchem_failed
CC(=O)Nc1ccc2c(c1)c(Sc3ccc(Cl)cc3)c(C)n2CC(=O)O,pubchem_failed
O=C1CCOc2nc(ccc12)C#CC3CCCC3,pubchem_failed
COc1ccccc1c2nnc(N)[nH]2,pubchem_failed
COc1ccc(cc1OC)N2CCN(CC2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NC4(CC4)C#N,pubchem_failed
CCN(C1CCN(CCC(c2ccccc2)c3ccc(NS(=O)(=O)C)cc3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,pubchem_failed
O[C@@H](CNCCSCCCNCCc1ccccc1)c2ccc(O)c3NC(=O)Sc23,pubchem_failed
CC(C)(C)NS(=O)(=O)c1cncc(c1)c2ccc3nc(NC(=O)NCC(=O)N4CCOCC4)nn3c2,pubchem_failed
CC[C@H](NC(=O)c1c([S+]([O-])C(C)C)c(nc2ccccc12)c3ccccc3)c4ccccc4,pubchem_failed
COc1cc(OC)c(cc1NC(=O)COC(=O)C)S(=O)(=O)N2C(C)CCc3ccccc23,pubchem_failed
CC1CN(C(=O)c2ccccc2)c3ccccc3NC1=O,pubchem_failed
COc1cc2ncn(c3cc(OCc4ccccc4C(F)(F)F)c(s3)C(=O)O)c2cc1OC,pubchem_failed
O[C@@H](CNCCCSCCNCCc1cccc(Cl)c1Cl)c2ccc(O)c3NC(=O)Sc23,pubchem_failed
NC(=O)Nc1cc(sc1C(=O)N[C@H]2CCCNC2)c3cccc(F)c3F,pubchem_failed
CC(C)C(=O)Nc1nc(cc2ccccc12)c3ccccn3,pubchem_failed
C[C@@](O)(C(=O)Nc1ccc(cc1Cl)S(=O)(=O)NCC=C)C(F)(F)F,pubchem_failed
COc1ccc(cc1)C(=O)NCc2cn(nn2)c3cc(C)nc4ccc(OC)cc34,pubchem_failed
Oc1ccc(CCNCCCS(=O)(=O)NCCOCCc2cccc(Cl)c2)c3sc(O)nc13,pubchem_failed
CNC(=O)c1cc(c2nc(cc(n2)C3(CC3)S(=O)(=O)C)N4CCOCC4)c5cc[nH]c5c1,pubchem_failed
O=C1Nc2ccccc2C(=O)C=C1,pubchem_failed
Fc1ccc(CN2CCN(CC2)C3=Nn4c(CC3)nnc4C(F)(F)F)cc1,pubchem_failed
Clc1ccc(cc1)C2(CCCC2)C(=O)Nc3oc(nn3)C(=O)Nc4ccc(cc4)N5CCOCC5,pubchem_failed
CC[C@H](NC(=O)c1c(CN(C)C)c(nc2ccccc12)c3ccccc3)c4ccccc4,pubchem_failed
COc1ccnc(CCc2nc3cc(Br)cnc3[nH]2)c1,pubchem_failed
